Serial No.,Make,Model,Year,Fuel Type Group,Engine HP,Engine Cylinders,Transmission Type,Driving Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,Highway Mileage (mpg),City Mileage (mpg),Popularity Rating,MSRP
10507,Buick,Verano,2017,unleaded,180,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Sedan,31,21,155,26555
10508,Buick,Verano,2017,unleaded,180,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Sedan,31,21,155,24115
10509,Suzuki,Verona,2005,unleaded,155,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Sedan,25,18,481,19349
10510,Suzuki,Verona,2005,unleaded,155,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Sedan,25,18,481,21049
10511,Suzuki,Verona,2005,unleaded,155,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Sedan,25,18,481,17549
10512,Suzuki,Verona,2005,unleaded,155,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Sedan,25,18,481,20549
10513,Suzuki,Verona,2006,unleaded,155,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Sedan,25,17,481,20299
10514,Suzuki,Verona,2006,unleaded,155,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Sedan,25,17,481,18299
10515,Nissan,Versa Note,2015,unleaded,109,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,31,2009,17930
10516,Nissan,Versa Note,2015,unleaded,109,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,31,2009,18660
10517,Nissan,Versa Note,2015,unleaded,109,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,31,2009,17960
10518,Nissan,Versa Note,2015,unleaded,109,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,31,2009,16330
10519,Nissan,Versa Note,2015,unleaded,109,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,31,2009,15430
10520,Nissan,Versa Note,2015,unleaded,109,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,36,27,2009,14180
10521,Nissan,Versa Note,2015,unleaded,109,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,31,2009,17530
10522,Nissan,Versa Note,2016,unleaded,109,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,31,2009,16380
10523,Nissan,Versa Note,2016,unleaded,109,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,36,27,2009,14230
10524,Nissan,Versa Note,2016,unleaded,109,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,31,2009,17980
10525,Nissan,Versa Note,2016,unleaded,109,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,31,2009,18710
10526,Nissan,Versa Note,2016,unleaded,109,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,31,2009,15480
10527,Nissan,Versa Note,2017,unleaded,109,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,39,31,2009,15480
10528,Nissan,Versa Note,2017,unleaded,109,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,39,31,2009,17980
10529,Nissan,Versa Note,2017,unleaded,109,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,39,31,2009,16380
10530,Nissan,Versa Note,2017,unleaded,109,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,39,31,2009,18710
10531,Nissan,Versa,2015,unleaded,109,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Sedan,40,31,2009,13990
10532,Nissan,Versa,2015,unleaded,109,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Sedan,40,31,2009,15530
10533,Nissan,Versa,2015,unleaded,109,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Sedan,40,31,2009,16890
10534,Nissan,Versa,2015,unleaded,109,4,MANUAL,front wheel drive,4,Miscellaneous,Compact,Sedan,36,27,2009,11990
10535,Nissan,Versa,2015,unleaded,109,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Sedan,40,31,2009,17590
10536,Nissan,Versa,2015,unleaded,109,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Sedan,35,26,2009,13490
10537,Nissan,Versa,2016,unleaded,109,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Sedan,40,31,2009,14040
10538,Nissan,Versa,2016,unleaded,109,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Sedan,35,26,2009,13540
10539,Nissan,Versa,2016,unleaded,109,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Sedan,40,31,2009,15580
10540,Nissan,Versa,2016,unleaded,109,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Sedan,40,31,2009,17140
10541,Nissan,Versa,2016,unleaded,109,4,MANUAL,front wheel drive,4,Miscellaneous,Compact,Sedan,36,27,2009,11990
10542,Nissan,Versa,2017,unleaded,109,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Sedan,39,31,2009,17280
10543,Nissan,Versa,2017,unleaded,109,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Sedan,35,26,2009,13680
10544,Nissan,Versa,2017,unleaded,109,4,MANUAL,front wheel drive,4,Miscellaneous,Compact,Sedan,36,27,2009,11990
10545,Nissan,Versa,2017,unleaded,109,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Sedan,39,31,2009,14130
10546,Nissan,Versa,2017,unleaded,109,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Sedan,39,31,2009,15720
10547,Bugatti,Veyron 16.4,2008,unleaded,1001,16,AUTOMATED_MANUAL,all wheel drive,2,Exotic,Compact,Coupe,14,8,820,2065902
10548,Bugatti,Veyron 16.4,2008,unleaded,1001,16,AUTOMATED_MANUAL,all wheel drive,2,Exotic,Compact,Coupe,14,8,820,1500000
10549,Bugatti,Veyron 16.4,2009,unleaded,1001,16,AUTOMATED_MANUAL,all wheel drive,2,Exotic,Compact,Coupe,14,8,820,1705769
10550,Pontiac,Vibe,2008,unleaded,126,4,MANUAL,front wheel drive,4,Miscellaneous,Compact,Wagon,33,26,210,16855
10551,Pontiac,Vibe,2009,unleaded,132,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,32,26,210,16100
10552,Pontiac,Vibe,2009,unleaded,158,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,28,21,210,16495
10553,Pontiac,Vibe,2009,unleaded,158,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,28,21,210,20875
10554,Pontiac,Vibe,2009,unleaded,158,4,AUTOMATIC,all wheel drive,4,Hatchback,Compact,4dr Hatchback,26,20,210,20475
10555,Pontiac,Vibe,2010,unleaded,158,4,AUTOMATIC,all wheel drive,4,Hatchback,Compact,4dr Hatchback,26,20,210,20275
10556,Pontiac,Vibe,2010,unleaded,132,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,32,26,210,16100
10557,Pontiac,Vibe,2010,unleaded,158,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,28,21,210,20875
10558,Pontiac,Vibe,2010,unleaded,158,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,28,21,210,17445
10559,Acura,Vigor,1992,unleaded,176,5,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,24,18,204,2000
10560,Acura,Vigor,1993,unleaded,176,5,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,24,18,204,2000
10561,Acura,Vigor,1994,unleaded,176,5,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,24,18,204,2000
10562,Dodge,Viper,2015,unleaded,645,10,MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,21,12,1851,107995
10563,Dodge,Viper,2015,unleaded,645,10,MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,21,12,1851,94995
10564,Dodge,Viper,2015,unleaded,645,10,MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,21,12,1851,84995
10565,Dodge,Viper,2016,unleaded,645,10,MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,21,12,1851,95895
10566,Dodge,Viper,2016,unleaded,645,10,MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,21,12,1851,87895
10567,Dodge,Viper,2016,unleaded,645,10,MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,21,12,1851,118795
10568,Dodge,Viper,2016,unleaded,645,10,MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,21,12,1851,107995
10569,Dodge,Viper,2017,unleaded,645,10,MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,19,12,1851,95895
10570,Dodge,Viper,2017,unleaded,645,10,MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,19,12,1851,87895
10571,Dodge,Viper,2017,unleaded,645,10,MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,19,12,1851,118795
10572,Dodge,Viper,2017,unleaded,645,10,MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,19,12,1851,107995
10573,Aston Martin,Virage,2012,unleaded,490,12,AUTOMATIC,rear wheel drive,2,Exotic,Midsize,Coupe,18,13,259,208295
10574,Aston Martin,Virage,2012,unleaded,490,12,AUTOMATIC,rear wheel drive,2,Exotic,Midsize,Convertible,18,13,259,223295
10575,Suzuki,Vitara,2002,unleaded,127,4,AUTOMATIC,rear wheel drive,2,Miscellaneous,Compact,Convertible SUV,23,20,481,16599
10576,Suzuki,Vitara,2002,unleaded,127,4,AUTOMATIC,four wheel drive,2,Miscellaneous,Compact,Convertible SUV,23,20,481,17999
10577,Suzuki,Vitara,2002,unleaded,127,4,AUTOMATIC,rear wheel drive,4,Miscellaneous,Compact,4dr SUV,23,20,481,17799
10578,Suzuki,Vitara,2002,unleaded,127,4,MANUAL,four wheel drive,2,Miscellaneous,Compact,Convertible SUV,23,20,481,16999
10579,Suzuki,Vitara,2002,unleaded,127,4,MANUAL,rear wheel drive,2,Miscellaneous,Compact,Convertible SUV,24,20,481,15999
10580,Suzuki,Vitara,2002,unleaded,127,4,MANUAL,four wheel drive,4,Miscellaneous,Compact,4dr SUV,23,20,481,18199
10581,Suzuki,Vitara,2002,unleaded,127,4,AUTOMATIC,four wheel drive,4,Miscellaneous,Compact,4dr SUV,23,20,481,19199
10582,Suzuki,Vitara,2002,unleaded,127,4,MANUAL,rear wheel drive,4,Miscellaneous,Compact,4dr SUV,23,20,481,16799
10583,Suzuki,Vitara,2003,unleaded,127,4,MANUAL,four wheel drive,4,Miscellaneous,Compact,4dr SUV,23,20,481,18199
10584,Suzuki,Vitara,2003,unleaded,127,4,MANUAL,four wheel drive,2,Miscellaneous,Compact,Convertible SUV,23,20,481,16999
10585,Suzuki,Vitara,2003,unleaded,127,4,MANUAL,rear wheel drive,2,Miscellaneous,Compact,Convertible SUV,24,20,481,15599
10586,Suzuki,Vitara,2003,unleaded,127,4,MANUAL,rear wheel drive,4,Miscellaneous,Compact,4dr SUV,23,20,481,16799
10587,Suzuki,Vitara,2004,unleaded,165,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Compact,4dr SUV,20,17,481,19199
10588,Suzuki,Vitara,2004,unleaded,165,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Compact,4dr SUV,20,17,481,17999
10589,Suzuki,Vitara,2004,unleaded,165,6,MANUAL,four wheel drive,4,Miscellaneous,Compact,4dr SUV,20,17,481,18199
10590,Suzuki,Vitara,2004,unleaded,165,6,MANUAL,rear wheel drive,4,Miscellaneous,Compact,4dr SUV,21,17,481,16999
10591,Chrysler,Voyager,2001,flex-fuel,180,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,22,16,1013,23525
10592,Chrysler,Voyager,2001,unleaded,150,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,22,18,1013,19160
10593,Chrysler,Voyager,2002,flex-fuel,180,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Large,Passenger Minivan,22,16,1013,23640
10594,Chrysler,Voyager,2002,unleaded,150,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,24,17,1013,16430
10595,Chrysler,Voyager,2002,unleaded,150,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,23,17,1013,19155
10596,Chrysler,Voyager,2003,unleaded,150,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,25,18,1013,20960
10597,Chrysler,Voyager,2003,unleaded,180,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,24,17,1013,23790
10598,Plymouth,Voyager,1998,unleaded,150,4,AUTOMATIC,front wheel drive,3,Miscellaneous,Midsize,Passenger Minivan,24,18,535,2000
10599,Plymouth,Voyager,1998,unleaded,150,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,24,17,535,2000
10600,Plymouth,Voyager,1999,flex-fuel,158,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,22,16,535,2166
10601,Plymouth,Voyager,1999,flex-fuel,158,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,22,16,535,2110
10602,Plymouth,Voyager,1999,unleaded,150,4,AUTOMATIC,front wheel drive,3,Miscellaneous,Midsize,Passenger Minivan,24,18,535,2000
10603,Plymouth,Voyager,2000,flex-fuel,158,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,23,16,535,2317
10604,Plymouth,Voyager,2000,unleaded,150,4,AUTOMATIC,front wheel drive,3,Miscellaneous,Midsize,Passenger Minivan,24,18,535,2008
10605,Ford,Windstar Cargo,2001,unleaded,200,6,AUTOMATIC,front wheel drive,3,Miscellaneous,Midsize,Cargo Minivan,22,16,5657,20220
10606,Ford,Windstar Cargo,2002,unleaded,200,6,AUTOMATIC,front wheel drive,3,Miscellaneous,Midsize,Cargo Minivan,21,16,5657,20585
10607,Ford,Windstar Cargo,2003,unleaded,200,6,AUTOMATIC,front wheel drive,3,Miscellaneous,Midsize,Cargo Minivan,22,16,5657,21075
10608,Ford,Windstar,2001,unleaded,200,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,22,16,5657,31115
10609,Ford,Windstar,2001,unleaded,200,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,22,16,5657,25000
10610,Ford,Windstar,2001,unleaded,200,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,22,16,5657,27435
10611,Ford,Windstar,2001,unleaded,200,6,AUTOMATIC,front wheel drive,3,Miscellaneous,Midsize,Passenger Minivan,22,16,5657,22185
10612,Ford,Windstar,2001,unleaded,200,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,22,16,5657,28595
10613,Ford,Windstar,2001,unleaded,200,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,22,16,5657,33765
10614,Ford,Windstar,2002,unleaded,200,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,21,16,5657,28900
10615,Ford,Windstar,2002,unleaded,200,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,21,16,5657,27460
10616,Ford,Windstar,2002,unleaded,200,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,21,16,5657,26375
10617,Ford,Windstar,2002,unleaded,200,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,21,16,5657,31630
10618,Ford,Windstar,2002,unleaded,200,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,21,16,5657,34040
10619,Ford,Windstar,2002,unleaded,200,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,21,16,5657,22340
10620,Ford,Windstar,2003,unleaded,200,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,22,16,5657,27870
10621,Ford,Windstar,2003,unleaded,200,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,22,16,5657,23070
10622,Ford,Windstar,2003,unleaded,200,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,22,16,5657,26315
10623,Ford,Windstar,2003,unleaded,200,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,22,16,5657,29230
10624,Ford,Windstar,2003,unleaded,200,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,22,16,5657,34825
10625,Ford,Windstar,2003,unleaded,200,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Passenger Minivan,22,16,5657,31835
10626,Rolls-Royce,Wraith,2014,unleaded,624,12,AUTOMATIC,rear wheel drive,2,Exotic,Large,Coupe,21,13,86,284900
10627,Rolls-Royce,Wraith,2015,unleaded,624,12,AUTOMATIC,rear wheel drive,2,Exotic,Large,Coupe,21,13,86,294025
10628,Rolls-Royce,Wraith,2016,unleaded,624,12,AUTOMATIC,rear wheel drive,2,Exotic,Large,Coupe,21,13,86,304350
10629,Subaru,WRX,2015,unleaded,305,4,MANUAL,all wheel drive,4,Factory Tuner,Compact,Sedan,23,17,640,37395
10630,Subaru,WRX,2015,unleaded,268,4,AUTOMATIC,all wheel drive,4,Performance,Compact,Sedan,25,19,640,31195
10631,Subaru,WRX,2015,unleaded,305,4,MANUAL,all wheel drive,4,Factory Tuner,Compact,Sedan,23,17,640,38495
10632,Subaru,WRX,2015,unleaded,305,4,MANUAL,all wheel drive,4,Factory Tuner,Compact,Sedan,23,17,640,34495
10633,Subaru,WRX,2015,unleaded,268,4,MANUAL,all wheel drive,4,Performance,Compact,Sedan,28,21,640,29995
10634,Subaru,WRX,2015,unleaded,268,4,AUTOMATIC,all wheel drive,4,Performance,Compact,Sedan,25,19,640,29695
10635,Subaru,WRX,2015,unleaded,268,4,MANUAL,all wheel drive,4,Performance,Compact,Sedan,28,21,640,26295
10636,Subaru,WRX,2015,unleaded,268,4,MANUAL,all wheel drive,4,Performance,Compact,Sedan,28,21,640,28495
10637,Subaru,WRX,2016,unleaded,305,4,MANUAL,all wheel drive,4,Factory Tuner,Compact,Sedan,23,17,640,34695
10638,Subaru,WRX,2016,unleaded,305,4,MANUAL,all wheel drive,4,Factory Tuner,Compact,Sedan,23,17,640,39995
10639,Subaru,WRX,2016,unleaded,268,4,MANUAL,all wheel drive,4,Performance,Compact,Sedan,27,20,640,28895
10640,Subaru,WRX,2016,unleaded,305,4,MANUAL,all wheel drive,4,Factory Tuner,Compact,Sedan,23,17,640,38995
10641,Subaru,WRX,2016,unleaded,268,4,MANUAL,all wheel drive,4,Performance,Compact,Sedan,27,20,640,30395
10642,Subaru,WRX,2016,unleaded,268,4,AUTOMATIC,all wheel drive,4,Performance,Compact,Sedan,24,18,640,31595
10643,Subaru,WRX,2016,unleaded,268,4,AUTOMATIC,all wheel drive,4,Performance,Compact,Sedan,24,18,640,30095
10644,Subaru,WRX,2016,unleaded,268,4,MANUAL,all wheel drive,4,Performance,Compact,Sedan,27,20,640,26595
10645,Subaru,WRX,2017,unleaded,305,4,MANUAL,all wheel drive,4,Factory Tuner,Compact,Sedan,23,17,640,39995
10646,Subaru,WRX,2017,unleaded,268,4,MANUAL,all wheel drive,4,Performance,Compact,Sedan,27,20,640,26695
10647,Subaru,WRX,2017,unleaded,268,4,AUTOMATIC,all wheel drive,4,Performance,Compact,Sedan,24,18,640,30195
10648,Subaru,WRX,2017,unleaded,268,4,MANUAL,all wheel drive,4,Performance,Compact,Sedan,27,20,640,30995
10649,Subaru,WRX,2017,unleaded,268,4,AUTOMATIC,all wheel drive,4,Performance,Compact,Sedan,24,18,640,32195
10650,Subaru,WRX,2017,unleaded,268,4,MANUAL,all wheel drive,4,Performance,Compact,Sedan,27,20,640,28995
10651,Subaru,WRX,2017,unleaded,305,4,MANUAL,all wheel drive,4,Factory Tuner,Compact,Sedan,23,17,640,35195
10652,Suzuki,X-90,1996,unleaded,95,4,MANUAL,four wheel drive,2,Miscellaneous,Compact,2dr SUV,26,22,481,2000
10653,Suzuki,X-90,1996,unleaded,95,4,MANUAL,rear wheel drive,2,Miscellaneous,Compact,2dr SUV,26,22,481,2000
10654,Suzuki,X-90,1997,unleaded,95,4,MANUAL,four wheel drive,2,Miscellaneous,Compact,2dr SUV,26,22,481,2000
10655,Suzuki,X-90,1997,unleaded,95,4,MANUAL,rear wheel drive,2,Miscellaneous,Compact,2dr SUV,26,22,481,2000
10656,Suzuki,X-90,1998,unleaded,95,4,MANUAL,four wheel drive,2,Miscellaneous,Compact,2dr SUV,26,22,481,2000
10657,Suzuki,X-90,1998,unleaded,95,4,MANUAL,rear wheel drive,2,Miscellaneous,Compact,2dr SUV,26,22,481,2000
10658,BMW,X1,2015,unleaded,240,4,AUTOMATIC,rear wheel drive,4,Crossover,Midsize,4dr SUV,34,23,3916,31200
10659,BMW,X1,2015,unleaded,240,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,32,22,3916,33000
10660,BMW,X1,2015,unleaded,300,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,27,18,3916,39100
10661,BMW,X1,2016,unleaded,228,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,32,22,3916,34800
10662,BMW,X1,2017,unleaded,228,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,23,3916,33100
10663,BMW,X1,2017,unleaded,228,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,31,22,3916,35100
10664,BMW,X3,2015,unleaded,300,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,19,3916,45500
10665,BMW,X3,2015,unleaded,240,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,21,3916,40500
10666,BMW,X3,2015,diesel,180,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,34,27,3916,42000
10667,BMW,X3,2015,unleaded,240,4,AUTOMATIC,rear wheel drive,4,Crossover,Midsize,4dr SUV,28,21,3916,38500
10668,BMW,X3,2016,unleaded,240,4,AUTOMATIC,rear wheel drive,4,Crossover,Midsize,4dr SUV,28,21,3916,38950
10669,BMW,X3,2016,unleaded,300,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,27,19,3916,46800
10670,BMW,X3,2016,unleaded,240,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,21,3916,40950
10671,BMW,X3,2016,diesel,180,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,34,27,3916,42450
10672,BMW,X3,2017,diesel,180,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,34,27,3916,42750
10673,BMW,X3,2017,unleaded,300,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,19,3916,47950
10674,BMW,X3,2017,unleaded,240,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,21,3916,41250
10675,BMW,X3,2017,unleaded,240,4,AUTOMATIC,rear wheel drive,4,Crossover,Midsize,4dr SUV,28,21,3916,39250
10676,BMW,X4,2015,unleaded,240,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,20,3916,44700
10677,BMW,X4,2015,unleaded,300,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,27,19,3916,48000
10678,BMW,X4,2016,unleaded,360,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,18,3916,57800
10679,BMW,X4,2016,unleaded,240,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,20,3916,45250
10680,BMW,X4,2016,unleaded,300,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,27,19,3916,49700
10681,BMW,X4,2017,unleaded,355,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,19,3916,58100
10682,BMW,X4,2017,unleaded,240,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,20,3916,45550
10683,BMW,X5 M,2015,unleaded,567,8,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,19,14,3916,98700
10684,BMW,X5 M,2016,unleaded,567,8,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,19,14,3916,98800
10685,BMW,X5 M,2017,unleaded,567,8,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,19,14,3916,98800
10686,BMW,X5,2015,diesel,255,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,31,24,3916,57700
10687,BMW,X5,2015,unleaded,300,6,AUTOMATIC,rear wheel drive,4,Crossover,Midsize,4dr SUV,27,19,3916,53900
10688,BMW,X5,2015,unleaded,300,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,27,18,3916,56200
10689,BMW,X5,2015,unleaded,445,8,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,3916,70100
10690,BMW,X5,2016,unleaded,300,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,3916,57000
10691,BMW,X5,2016,unleaded,445,8,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,15,3916,71500
10692,BMW,X5,2016,diesel,255,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,30,23,3916,57700
10693,BMW,X5,2016,unleaded,300,6,AUTOMATIC,rear wheel drive,4,Crossover,Midsize,4dr SUV,25,18,3916,54700
10694,BMW,X5,2017,unleaded,300,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,3916,57800
10695,BMW,X5,2017,unleaded,300,6,AUTOMATIC,rear wheel drive,4,Crossover,Midsize,4dr SUV,25,18,3916,55500
10696,BMW,X5,2017,diesel,255,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,30,23,3916,59300
10697,BMW,X5,2017,unleaded,445,8,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,15,3916,72300
10698,BMW,X6 M,2015,unleaded,567,8,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,19,14,3916,102100
10699,BMW,X6 M,2016,unleaded,567,8,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,19,14,3916,102200
10700,BMW,X6 M,2017,unleaded,567,8,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,19,14,3916,102200
10701,BMW,X6,2015,unleaded,300,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,27,18,3916,61900
10702,BMW,X6,2015,unleaded,445,8,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,3916,72900
10703,BMW,X6,2015,unleaded,300,6,AUTOMATIC,rear wheel drive,4,Crossover,Midsize,4dr SUV,27,19,3916,59600
10704,BMW,X6,2016,unleaded,300,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,3916,62900
10705,BMW,X6,2016,unleaded,300,6,AUTOMATIC,rear wheel drive,4,Crossover,Midsize,4dr SUV,25,18,3916,60600
10706,BMW,X6,2016,unleaded,445,8,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,15,3916,75300
